"Notes"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Oregon"	"41"	"2010"	"2010"	503	3831074	13.1
	"Oregon"	"41"	"2011"	"2011"	532	3871859	13.7
	"Oregon"	"41"	"2012"	"2012"	490	3899353	12.6
	"Oregon"	"41"	"2013"	"2013"	455	3930065	11.6
	"Oregon"	"41"	"2014"	"2014"	522	3970239	13.1
	"Oregon"	"41"	"2015"	"2015"	505	4028977	12.5
	"Oregon"	"41"	"2016"	"2016"	506	4093465	12.4
	"Oregon"	"41"	"2017"	"2017"	530	4142776	12.8
	"Oregon"	"41"	"2018"	"2018"	547	4190713	13.1
	"Oregon"	"41"	"2019"	"2019"	615	4217737	14.6
	"Oregon"	"41"	"2020 "	"2020"	803	4241507	18.9
"Total"	"Oregon"	"41"			10031	83915155	12.0
	"Pennsylvania"	"42"	"1999"	"1999"	990	12263805	8.1
	"Pennsylvania"	"42"	"2000"	"2000"	1147	12281054	9.3
	"Pennsylvania"	"42"	"2001"	"2001"	958	12298970	7.8
	"Pennsylvania"	"42"	"2002"	"2002"	1097	12331031	8.9
	"Pennsylvania"	"42"	"2003"	"2003"	1381	12374658	11.2
	"Pennsylvania"	"42"	"2004"	"2004"	1544	12410722	12.4
	"Pennsylvania"	"42"	"2005"	"2005"	1613	12449990	13.0
	"Pennsylvania"	"42"	"2006"	"2006"	1638	12510809	13.1
	"Pennsylvania"	"42"	"2007"	"2007"	1733	12563937	13.8
	"Pennsylvania"	"42"	"2008"	"2008"	1850	12612285	14.7
	"Pennsylvania"	"42"	"2009"	"2009"	1909	12666858	15.1
	"Pennsylvania"	"42"	"2010"	"2010"	1916	12702379	15.1
	"Pennsylvania"	"42"	"2011"	"2011"	2289	12742886	18.0
	"Pennsylvania"	"42"	"2012"	"2012"	2365	12763536	18.5
	"Pennsylvania"	"42"	"2013"	"2013"	2426	12773801	19.0
	"Pennsylvania"	"42"	"2014"	"2014"	2732	12787209	21.4
	"Pennsylvania"	"42"	"2015"	"2015"	3264	12802503	25.5
	"Pennsylvania"	"42"	"2016"	"2016"	4627	12784227	36.2
	"Pennsylvania"	"42"	"2017"	"2017"	5388	12805537	42.1
	"Pennsylvania"	"42"	"2018"	"2018"	4415	12807060	34.5
	"Pennsylvania"	"42"	"2019"	"2019"	4377	12801989	34.2
	"Pennsylvania"	"42"	"2020 "	"2020"	5168	12783254	40.4
"Total"	"Pennsylvania"	"42"			54827	277318500	19.8
	"Rhode Island"	"44"	"1999"	"1999"	58	1040402	5.6
	"Rhode Island"	"44"	"2000"	"2000"	74	1048319	7.1
	"Rhode Island"	"44"	"2001"	"2001"	110	1057142	10.4
	"Rhode Island"	"44"	"2002"	"2002"	99	1065995	9.3
	"Rhode Island"	"44"	"2003"	"2003"	146	1071342	13.6
	"Rhode Island"	"44"	"2004"	"2004"	106	1074579	9.9
	"Rhode Island"	"44"	"2005"	"2005"	156	1067916	14.6
	"Rhode Island"	"44"	"2006"	"2006"	175	1063096	16.5
	"Rhode Island"	"44"	"2007"	"2007"	135	1057315	12.8
	"Rhode Island"	"44"	"2008"	"2008"	185	1055003	17.5
	"Rhode Island"	"44"	"2009"	"2009"	161	1053646	15.3
	"Rhode Island"	"44"	"2010"	"2010"	167	1052567	15.9
	"Rhode Island"	"44"	"2011"	"2011"	190	1051302	18.1
	"Rhode Island"	"44"	"2012"	"2012"	196	1050292	18.7
	"Rhode Island"	"44"	"2013"	"2013"	241	1051511	22.9
	"Rhode Island"	"44"	"2014"	"2014"	247	1055173	23.4
	"Rhode Island"	"44"	"2015"	"2015"	310	1056298	29.3
	"Rhode Island"	"44"	"2016"	"2016"	326	1056426	30.9
	"Rhode Island"	"44"	"2017"	"2017"	320	1059639	30.2
	"Rhode Island"	"44"	"2018"	"2018"	317	1057315	30.0
	"Rhode Island"	"44"	"2019"	"2019"	307	1059361	29.0
	"Rhode Island"	"44"	"2020 "	"2020"	397	1057125	37.6
"Total"	"Rhode Island"	"44"			4423	23261764	19.0
	"South Carolina"	"45"	"1999"	"1999"	147	3974682	3.7
	"South Carolina"	"45"	"2000"	"2000"	258	4012012	6.4
	"South Carolina"	"45"	"2001"	"2001"	242	4064995	6.0
	"South Carolina"	"45"	"2002"	"2002"	217	4107795	5.3
	"South Carolina"	"45"	"2003"	"2003"	287	4150297	6.9
	"South Carolina"	"45"	"2004"	"2004"	356	4210921	8.5
	"South Carolina"	"45"	"2005"	"2005"	427	4270150	10.0
	"South Carolina"	"45"	"2006"	"2006"	554	4357847	12.7
	"South Carolina"	"45"	"2007"	"2007"	545	4444110	12.3
	"South Carolina"	"45"	"2008"	"2008"	565	4528996	12.5
	"South Carolina"	"45"	"2009"	"2009"	615	4589872	13.4
	"South Carolina"	"45"	"2010"	"2010"	678	4625364	14.7
	"South Carolina"	"45"	"2011"	"2011"	618	4679230	13.2
	"South Carolina"	"45"	"2012"	"2012"	587	4723723	12.4
	"South Carolina"	"45"	"2013"	"2013"	620	4774839	13.0
	"South Carolina"	"45"	"2014"	"2014"	701	4832482	14.5
	"South Carolina"	"45"	"2015"	"2015"	761	4896146	15.5
	"South Carolina"	"45"	"2016"	"2016"	879	4961119	17.7
	"South Carolina"	"45"	"2017"	"2017"	1008	5024369	20.1
	"South Carolina"	"45"	"2018"	"2018"	1125	5084127	22.1
	"South Carolina"	"45"	"2019"	"2019"	1127	5148714	21.9
	"South Carolina"	"45"	"2020 "	"2020"	1739	5218040	33.3
"Total"	"South Carolina"	"45"			14056	100679830	14.0
	"South Dakota"	"46"	"1999"	"1999"	17	750412	Unreliable
	"South Dakota"	"46"	"2000"	"2000"	20	754844	2.6
	"South Dakota"	"46"	"2001"	"2001"	24	757972	3.2
	"South Dakota"	"46"	"2002"	"2002"	22	760020	2.9
	"South Dakota"	"46"	"2003"	"2003"	24	763729	3.1
	"South Dakota"	"46"	"2004"	"2004"	43	770396	5.6
	"South Dakota"	"46"	"2005"	"2005"	40	775493	5.2
	"South Dakota"	"46"	"2006"	"2006"	37	783033	4.7
	"South Dakota"	"46"	"2007"	"2007"	32	791623	4.0
	"South Dakota"	"46"	"2008"	"2008"	54	799124	6.8
	"South Dakota"	"46"	"2009"	"2009"	49	807067	6.1
	"South Dakota"	"46"	"2010"	"2010"	45	814180	5.5
	"South Dakota"	"46"	"2011"	"2011"	57	824082	6.9
	"South Dakota"	"46"	"2012"	"2012"	42	833354	5.0
	"South Dakota"	"46"	"2013"	"2013"	55	844877	6.5
	"South Dakota"	"46"	"2014"	"2014"	63	853175	7.4
	"South Dakota"	"46"	"2015"	"2015"	65	858469	7.6
	"South Dakota"	"46"	"2016"	"2016"	69	865454	8.0
	"South Dakota"	"46"	"2017"	"2017"	73	869666	8.4
	"South Dakota"	"46"	"2018"	"2018"	57	882235	6.5
	"South Dakota"	"46"	"2019"	"2019"	86	884659	9.7
	"South Dakota"	"46"	"2020 "	"2020"	83	892717	9.3
"Total"	"South Dakota"	"46"			1057	17936581	5.9
	"Tennessee"	"47"	"1999"	"1999"	344	5638706	6.1
	"Tennessee"	"47"	"2000"	"2000"	397	5689283	7.0
	"Tennessee"	"47"	"2001"	"2001"	424	5750789	7.4
	"Tennessee"	"47"	"2002"	"2002"	491	5795918	8.5
	"Tennessee"	"47"	"2003"	"2003"	662	5847812	11.3
	"Tennessee"	"47"	"2004"	"2004"	763	5910809	12.9
	"Tennessee"	"47"	"2005"	"2005"	872	5991057	14.6
	"Tennessee"	"47"	"2006"	"2006"	975	6088766	16.0
	"Tennessee"	"47"	"2007"	"2007"	985	6175727	15.9
	"Tennessee"	"47"	"2008"	"2008"	938	6247411	15.0
	"Tennessee"	"47"	"2009"	"2009"	962	6306019	15.3
	"Tennessee"	"47"	"2010"	"2010"	1080	6346105	17.0
	"Tennessee"	"47"	"2011"	"2011"	1090	6403353	17.0
	"Tennessee"	"47"	"2012"	"2012"	1131	6456243	17.5
	"Tennessee"	"47"	"2013"	"2013"	1187	6495978	18.3
	"Tennessee"	"47"	"2014"	"2014"	1269	6549352	19.4
	"Tennessee"	"47"	"2015"	"2015"	1457	6600299	22.1
	"Tennessee"	"47"	"2016"	"2016"	1630	6651194	24.5
	"Tennessee"	"47"	"2017"	"2017"	1776	6715984	26.4
	"Tennessee"	"47"	"2018"	"2018"	1823	6770010	26.9
	"Tennessee"	"47"	"2019"	"2019"	2089	6829174	30.6
	"Tennessee"	"47"	"2020 "	"2020"	3034	6886834	44.1
"Total"	"Tennessee"	"47"			25379	138146823	18.4
	"Texas"	"48"	"1999"	"1999"	1087	20558220	5.3
	"Texas"	"48"	"2000"	"2000"	1021	20851820	4.9
	"Texas"	"48"	"2001"	"2001"	1374	21319622	6.4
	"Texas"	"48"	"2002"	"2002"	1598	21690325	7.4
	"Texas"	"48"	"2003"	"2003"	1753	22030931	8.0
	"Texas"	"48"	"2004"	"2004"	1813	22394023	8.1
	"Texas"	"48"	"2005"	"2005"	1910	22778123	8.4
	"Texas"	"48"	"2006"	"2006"	2191	23359580	9.4
	"Texas"	"48"	"2007"	"2007"	2194	23831983	9.2
	"Texas"	"48"	"2008"	"2008"	2053	24309039	8.4
	"Texas"	"48"	"2009"	"2009"	2409	24801761	9.7
	"Texas"	"48"	"2010"	"2010"	2399	25145561	9.5
	"Texas"	"48"	"2011"	"2011"	2589	25674681	10.1
	"Texas"	"48"	"2012"	"2012"	2447	26059203	9.4
	"Texas"	"48"	"2013"	"2013"	2446	26448193	9.2
	"Texas"	"48"	"2014"	"2014"	2601	26956958	9.6
	"Texas"	"48"	"2015"	"2015"	2588	27469114	9.4
	"Texas"	"48"	"2016"	"2016"	2831	27862596	10.2
	"Texas"	"48"	"2017"	"2017"	2989	28304596	10.6
	"Texas"	"48"	"2018"	"2018"	3005	28701845	10.5
	"Texas"	"48"	"2019"	"2019"	3136	28995881	10.8
	"Texas"	"48"	"2020 "	"2020"	4172	29360759	14.2
"Total"	"Texas"	"48"			50606	548904814	9.2
	"Utah"	"49"	"1999"	"1999"	205	2203482	9.3
	"Utah"	"49"	"2000"	"2000"	210	2233169	9.4
	"Utah"	"49"	"2001"	"2001"	209	2283715	9.2
	"Utah"	"49"	"2002"	"2002"	288	2324815	12.4
	"Utah"	"49"	"2003"	"2003"	353	2360137	15.0
	"Utah"	"49"	"2004"	"2004"	358	2401580	14.9
	"Utah"	"49"	"2005"	"2005"	438	2457719	17.8
	"Utah"	"49"	"2006"	"2006"	444	2525507	17.6
	"Utah"	"49"	"2007"	"2007"	511	2597746	19.7
	"Utah"	"49"	"2008"	"2008"	468	2663029	17.6
	"Utah"	"49"	"2009"	"2009"	478	2723421	17.6
	"Utah"	"49"	"2010"	"2010"	433	2763885	15.7
	"Utah"	"49"	"2011"	"2011"	504	2817222	17.9
	"Utah"	"49"	"2012"	"2012"	601	2855287	21.0
	"Utah"	"49"	"2013"	"2013"	594	2900872	20.5
	"Utah"	"49"	"2014"	"2014"	603	2942902	20.5
	"Utah"	"49"	"2015"	"2015"	646	2995919	21.6
	"Utah"	"49"	"2016"	"2016"	635	3051217	20.8
	"Utah"	"49"	"2017"	"2017"	650	3101833	21.0
	"Utah"	"49"	"2018"	"2018"	624	3161105	19.7
	"Utah"	"49"	"2019"	"2019"	571	3205958	17.8
	"Utah"	"49"	"2020 "	"2020"	622	3249879	19.1
"Total"	"Utah"	"49"			10445	59820399	17.5
	"Vermont"	"50"	"1999"	"1999"	29	604683	4.8
	"Vermont"	"50"	"2000"	"2000"	36	608827	5.9
	"Vermont"	"50"	"2001"	"2001"	44	612223	7.2
	"Vermont"	"50"	"2002"	"2002"	47	615442	7.6
	"Vermont"	"50"	"2003"	"2003"	65	617858	10.5
	"Vermont"	"50"	"2004"	"2004"	50	619920	8.1
	"Vermont"	"50"	"2005"	"2005"	53	621215	8.5
	"Vermont"	"50"	"2006"	"2006"	75	622892	12.0
	"Vermont"	"50"	"2007"	"2007"	66	623481	10.6
	"Vermont"	"50"	"2008"	"2008"	73	624151	11.7
	"Vermont"	"50"	"2009"	"2009"	55	624817	8.8
	"Vermont"	"50"	"2010"	"2010"	63	625741	10.1
	"Vermont"	"50"	"2011"	"2011"	83	626431	13.2
	"Vermont"	"50"	"2012"	"2012"	70	626011	11.2
	"Vermont"	"50"	"2013"	"2013"	93	626630	14.8
	"Vermont"	"50"	"2014"	"2014"	83	626562	13.2
	"Vermont"	"50"	"2015"	"2015"	99	626042	15.8
	"Vermont"	"50"	"2016"	"2016"	125	624594	20.0
	"Vermont"	"50"	"2017"	"2017"	134	623657	21.5
	"Vermont"	"50"	"2018"	"2018"	153	626299	24.4
	"Vermont"	"50"	"2019"	"2019"	133	623989	21.3
	"Vermont"	"50"	"2020 "	"2020"	190	623347	30.5
"Total"	"Vermont"	"50"			1819	13674812	13.3
	"Virginia"	"51"	"1999"	"1999"	366	7000174	5.2
	"Virginia"	"51"	"2000"	"2000"	411	7078515	5.8
	"Virginia"	"51"	"2001"	"2001"	459	7198362	6.4
	"Virginia"	"51"	"2002"	"2002"	509	7286873	7.0
	"Virginia"	"51"	"2003"	"2003"	547	7366977	7.4
	"Virginia"	"51"	"2004"	"2004"	558	7475575	7.5
	"Virginia"	"51"	"2005"	"2005"	581	7577105	7.7
	"Virginia"	"51"	"2006"	"2006"	629	7673725	8.2
	"Virginia"	"51"	"2007"	"2007"	700	7751000	9.0
	"Virginia"	"51"	"2008"	"2008"	718	7833496	9.2
	"Virginia"	"51"	"2009"	"2009"	685	7925937	8.6
	"Virginia"	"51"	"2010"	"2010"	558	8001024	7.0
	"Virginia"	"51"	"2011"	"2011"	798	8096604	9.9
	"Virginia"	"51"	"2012"	"2012"	733	8185867	9.0
	"Virginia"	"51"	"2013"	"2013"	854	8260405	10.3
	"Virginia"	"51"	"2014"	"2014"	980	8326289	11.8
	"Virginia"	"51"	"2015"	"2015"	1039	8382993	12.4
	"Virginia"	"51"	"2016"	"2016"	1405	8411808	16.7
	"Virginia"	"51"	"2017"	"2017"	1507	8470020	17.8
	"Virginia"	"51"	"2018"	"2018"	1448	8517685	17.0
	"Virginia"	"51"	"2019"	"2019"	1547	8535519	18.1
	"Virginia"	"51"	"2020 "	"2020"	2240	8590563	26.1
"Total"	"Virginia"	"51"			19272	173946516	11.1
	"Washington"	"53"	"1999"	"1999"	555	5842564	9.5
	"Washington"	"53"	"2000"	"2000"	556	5894121	9.4
	"Washington"	"53"	"2001"	"2001"	499	5985722	8.3
	"Washington"	"53"	"2002"	"2002"	643	6052349	10.6
	"Washington"	"53"	"2003"	"2003"	696	6104115	11.4
	"Washington"	"53"	"2004"	"2004"	811	6178645	13.1
	"Washington"	"53"	"2005"	"2005"	850	6257305	13.6
	"Washington"	"53"	"2006"	"2006"	897	6370753	14.1
	"Washington"	"53"	"2007"	"2007"	962	6461587	14.9
	"Washington"	"53"	"2008"	"2008"	1011	6562231	15.4
	"Washington"	"53"	"2009"	"2009"	987	6667426	14.8
	"Washington"	"53"	"2010"	"2010"	916	6724540	13.6
	"Washington"	"53"	"2011"	"2011"	997	6830038	14.6
	"Washington"	"53"	"2012"	"2012"	985	6897012	14.3
	"Washington"	"53"	"2013"	"2013"	969	6971406	13.9
	"Washington"	"53"	"2014"	"2014"	979	7061530	13.9
	"Washington"	"53"	"2015"	"2015"	1094	7170351	15.3
	"Washington"	"53"	"2016"	"2016"	1102	7288000	15.1
	"Washington"	"53"	"2017"	"2017"	1169	7405743	15.8
	"Washington"	"53"	"2018"	"2018"	1164	7535591	15.4
	"Washington"	"53"	"2019"	"2019"	1259	7614893	16.5
	"Washington"	"53"	"2020 "	"2020"	1733	7693612	22.5
"Total"	"Washington"	"53"			20834	147569534	14.1
	"West Virginia"	"54"	"1999"	"1999"	75	1811799	4.1
	"West Virginia"	"54"	"2000"	"2000"	113	1808344	6.2
	"West Virginia"	"54"	"2001"	"2001"	206	1801481	11.4
	"West Virginia"	"54"	"2002"	"2002"	229	1805414	12.7
	"West Virginia"	"54"	"2003"	"2003"	262	1812295	14.5
	"West Virginia"	"54"	"2004"	"2004"	333	1816438	18.3
	"West Virginia"	"54"	"2005"	"2005"	184	1820492	10.1
	"West Virginia"	"54"	"2006"	"2006"	362	1827912	19.8
	"West Virginia"	"54"	"2007"	"2007"	397	1834052	21.6
	"West Virginia"	"54"	"2008"	"2008"	459	1840310	24.9
	"West Virginia"	"54"	"2009"	"2009"	226	1847775	12.2
	"West Virginia"	"54"	"2010"	"2010"	512	1852994	27.6
	"West Virginia"	"54"	"2011"	"2011"	635	1855364	34.2
	"West Virginia"	"54"	"2012"	"2012"	558	1855413	30.1
	"West Virginia"	"54"	"2013"	"2013"	570	1854304	30.7
	"West Virginia"	"54"	"2014"	"2014"	627	1850326	33.9
	"West Virginia"	"54"	"2015"	"2015"	725	1844128	39.3
	"West Virginia"	"54"	"2016"	"2016"	884	1831102	48.3
	"West Virginia"	"54"	"2017"	"2017"	974	1815857	53.6
	"West Virginia"	"54"	"2018"	"2018"	856	1805832	47.4
	"West Virginia"	"54"	"2019"	"2019"	870	1792147	48.5
	"West Virginia"	"54"	"2020 "	"2020"	1330	1784787	74.5
"Total"	"West Virginia"	"54"			11387	40168566	28.3
	"Wisconsin"	"55"	"1999"	"1999"	212	5332666	4.0
	"Wisconsin"	"55"	"2000"	"2000"	248	5363675	4.6
	"Wisconsin"	"55"	"2001"	"2001"	269	5406835	5.0
	"Wisconsin"	"55"	"2002"	"2002"	340	5445162	6.2
	"Wisconsin"	"55"	"2003"	"2003"	383	5479203	7.0
	"Wisconsin"	"55"	"2004"	"2004"	437	5514026	7.9
	"Wisconsin"	"55"	"2005"	"2005"	518	5546166	9.3
	"Wisconsin"	"55"	"2006"	"2006"	593	5577655	10.6
	"Wisconsin"	"55"	"2007"	"2007"	622	5610775	11.1
	"Wisconsin"	"55"	"2008"	"2008"	606	5640996	10.7
	"Wisconsin"	"55"	"2009"	"2009"	631	5669264	11.1
	"Wisconsin"	"55"	"2010"	"2010"	630	5686986	11.1
	"Wisconsin"	"55"	"2011"	"2011"	698	5711767	12.2
	"Wisconsin"	"55"	"2012"	"2012"	692	5726398	12.1
	"Wisconsin"	"55"	"2013"	"2013"	856	5742713	14.9
	"Wisconsin"	"55"	"2014"	"2014"	853	5757564	14.8
	"Wisconsin"	"55"	"2015"	"2015"	878	5771337	15.2
	"Wisconsin"	"55"	"2016"	"2016"	1074	5778708	18.6
	"Wisconsin"	"55"	"2017"	"2017"	1177	5795483	20.3
	"Wisconsin"	"55"	"2018"	"2018"	1079	5813568	18.6
	"Wisconsin"	"55"	"2019"	"2019"	1201	5822434	20.6
	"Wisconsin"	"55"	"2020 "	"2020"	1531	5832655	26.2
"Total"	"Wisconsin"	"55"			15528	124026036	12.5
	"Wyoming"	"56"	"1999"	"1999"	20	491780	4.1
	"Wyoming"	"56"	"2000"	"2000"	22	493782	4.5
	"Wyoming"	"56"	"2001"	"2001"	22	494657	4.4
	"Wyoming"	"56"	"2002"	"2002"	34	500017	6.8
	"Wyoming"	"56"	"2003"	"2003"	30	503453	6.0
	"Wyoming"	"56"	"2004"	"2004"	46	509106	9.0
	"Wyoming"	"56"	"2005"	"2005"	26	514157	5.1
	"Wyoming"	"56"	"2006"	"2006"	55	522667	10.5
	"Wyoming"	"56"	"2007"	"2007"	63	534876	11.8
	"Wyoming"	"56"	"2008"	"2008"	74	546043	13.6
	"Wyoming"	"56"	"2009"	"2009"	60	559851	10.7
	"Wyoming"	"56"	"2010"	"2010"	85	563626	15.1
	"Wyoming"	"56"	"2011"	"2011"	85	568158	15.0
	"Wyoming"	"56"	"2012"	"2012"	98	576412	17.0
	"Wyoming"	"56"	"2013"	"2013"	98	582658	16.8
	"Wyoming"	"56"	"2014"	"2014"	109	584153	18.7
	"Wyoming"	"56"	"2015"	"2015"	96	586107	16.4
	"Wyoming"	"56"	"2016"	"2016"	99	585501	16.9
	"Wyoming"	"56"	"2017"	"2017"	69	579315	11.9
	"Wyoming"	"56"	"2018"	"2018"	66	577737	11.4
	"Wyoming"	"56"	"2019"	"2019"	79	578759	13.6
	"Wyoming"	"56"	"2020 "	"2020"	99	582328	17.0
"Total"	"Wyoming"	"56"			1435	12035143	11.9
"Total"					932364	6746356647	13.8
"---"
"Dataset: Underlying Cause of Death, 1999-2020"
"Query Parameters:"
"ICD-10 Codes: X40 (Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics); X41"
"(Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not"
"elsewhere classified); X42 (Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not"
"elsewhere classified); X43 (Accidental poisoning by and exposure to other drugs acting on the autonomic nervous system); X44"
"(Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances); X60 (Intentional"
"self-poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics); X61 (Intentional self-poisoning by and"
"exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified); X62"
"(Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified); X63"
"(Intentional self-poisoning by and exposure to other drugs acting on the autonomic nervous system); X64 (Intentional"
"self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances); X85 (Assault by drugs,"
"medicaments and biological substances); Y10 (Poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics,"
"undetermined intent); Y11 (Poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic"
"drugs, not elsewhere classified, undetermined intent); Y12 (Poisoning by and exposure to narcotics and psychodysleptics"
"[hallucinogens], not elsewhere classified, undetermined intent); Y13 (Poisoning by and exposure to other drugs acting on the"
"autonomic nervous system, undetermined intent); Y14 (Poisoning by and exposure to other and unspecified drugs, medicaments and"
"biological substances, undetermined intent)"
"Group By: State; Year"
"Show Totals: True"
"Show Zero Values: False"
"Show Suppressed: False"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/ucd.html for more information."
"---"
"Query Date: Apr 28, 2022 12:19:17 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Underlying Cause of Death"
"1999-2020 on CDC WONDER Online Database, released in 2021. Data are from the Multiple Cause of Death Files, 1999-2020, as"
"compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed"
"at http://wonder.cdc.gov/ucd-icd10.html on Apr 28, 2022 12:19:17 PM"
"---"
Caveats:
"1. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#2014-Revision."
"2. Circumstances in Georgia for the years 2008 and 2009 have resulted in unusually high death counts for the ICD-10 cause of"
"death code R99, ""Other ill-defined and unspecified causes of mortality."" Caution should be used in interpreting these data."
"More information: http://wonder.cdc.gov/wonder/help/ucd.html#Georgia-Reporting-Anomalies."
"3. Circumstances in New Jersey for the year 2009 have resulted in unusually high death counts for the ICD-10 cause of death code"
"R99, ""Other ill-defined and unspecified causes of mortality"" and therefore unusually low death counts in other ICD-10 codes,"
"most notably R95, ""Sudden Infant Death Syndrome"" and X40-X49, ""Unintentional poisoning."" Caution should be used in"
"interpreting these data. More information: http://wonder.cdc.gov/wonder/help/ucd.html#New-Jersey-Reporting-Anomalies."
"4. Circumstances in California resulted in unusually high death counts for the ICD-10 cause of death code R99, ""Other"
"ill-defined and unspecified causes of mortality"" for deaths occurring in years 2000 and 2001. Caution should be used in"
"interpreting these data. More information: http://wonder.cdc.gov/wonder/help/ucd.html#California-Reporting-Anomalies."
"5. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Unreliable."
"6. The population figures for year 2020 are bridged-race estimates of the July 1 resident population, from the Vintage 2020"
"postcensal series released by NCHS on September 22, 2021. The population figures for year 2019 are bridged-race estimates of the"
"July 1 resident population, from the Vintage 2019 postcensal series released by NCHS on July 9, 2020. The population figures for"
"year 2018 are bridged-race estimates of the July 1 resident population, from the Vintage 2018 postcensal series released by NCHS"
"on June 25, 2019. The population figures for year 2017 are bridged-race estimates of the July 1 resident population, from the"
"Vintage 2017 postcensal series released by NCHS on June 27, 2018. The population figures for year 2016 are bridged-race"
"estimates of the July 1 resident population, from the Vintage 2016 postcensal series released by NCHS on June 26, 2017. The"
"population figures for year 2015 are bridged-race estimates of the July 1 resident population, from the Vintage 2015 postcensal"
"series released by NCHS on June 28, 2016. The population figures for year 2014 are bridged-race estimates of the July 1 resident"
"population, from the Vintage 2014 postcensal series released by NCHS on June 30, 2015. The population figures for year 2013 are"
"bridged-race estimates of the July 1 resident population, from the Vintage 2013 postcensal series released by NCHS on June 26,"
"2014. The population figures for year 2012 are bridged-race estimates of the July 1 resident population, from the Vintage 2012"
"postcensal series released by NCHS on June 13, 2013. The population figures for year 2011 are bridged-race estimates of the July"
"1 resident population, from the Vintage 2011 postcensal series released by NCHS on July 18, 2012. Population figures for 2010"
"are April 1 Census counts. The population figures for years 2001 - 2009 are bridged-race estimates of the July 1 resident"
"population, from the revised intercensal county-level 2000 - 2009 series released by NCHS on October 26, 2012. Population"
"figures for 2000 are April 1 Census counts. Population figures for 1999 are from the 1990-1999 intercensal series of July 1"
"estimates. Population figures for the infant age groups are the number of live births. <br/><b>Note:</b> Rates and population"
"figures for years 2001 - 2009 differ slightly from previously published reports, due to use of the population estimates which"
"were available at the time of release."
"7. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Age Group."
"8. Changes to cause of death classification affect reporting trends. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#ICD-10 Changes."
