"Notes"	"State"	"State Code"	"Year"	"Year Code"	"ICD Sub-Chapter"	"ICD Sub-Chapter Code"	Deaths	Population	Crude Rate
	"Nevada"	"32"	"2007"	"2007"	"Intentional self-harm"	"X60-X84"	85	2601072	3.3
	"Nevada"	"32"	"2007"	"2007"	"Event of undetermined intent"	"Y10-Y34"	15	2601072	Unreliable
	"Nevada"	"32"	"2008"	"2008"	"Other external causes of accidental injury"	"W00-X59"	411	2653630	15.5
	"Nevada"	"32"	"2008"	"2008"	"Intentional self-harm"	"X60-X84"	89	2653630	3.4
	"Nevada"	"32"	"2008"	"2008"	"Event of undetermined intent"	"Y10-Y34"	19	2653630	Unreliable
	"Nevada"	"32"	"2009"	"2009"	"Other external causes of accidental injury"	"W00-X59"	449	2684665	16.7
	"Nevada"	"32"	"2009"	"2009"	"Intentional self-harm"	"X60-X84"	83	2684665	3.1
	"Nevada"	"32"	"2009"	"2009"	"Event of undetermined intent"	"Y10-Y34"	17	2684665	Unreliable
	"Nevada"	"32"	"2010"	"2010"	"Other external causes of accidental injury"	"W00-X59"	472	2700551	17.5
	"Nevada"	"32"	"2010"	"2010"	"Intentional self-harm"	"X60-X84"	90	2700551	3.3
	"Nevada"	"32"	"2010"	"2010"	"Event of undetermined intent"	"Y10-Y34"	14	2700551	Unreliable
	"Nevada"	"32"	"2011"	"2011"	"Other external causes of accidental injury"	"W00-X59"	522	2723322	19.2
	"Nevada"	"32"	"2011"	"2011"	"Intentional self-harm"	"X60-X84"	98	2723322	3.6
	"Nevada"	"32"	"2011"	"2011"	"Event of undetermined intent"	"Y10-Y34"	18	2723322	Unreliable
	"Nevada"	"32"	"2012"	"2012"	"Other external causes of accidental injury"	"W00-X59"	480	2758931	17.4
	"Nevada"	"32"	"2012"	"2012"	"Intentional self-harm"	"X60-X84"	103	2758931	3.7
	"Nevada"	"32"	"2012"	"2012"	"Event of undetermined intent"	"Y10-Y34"	19	2758931	Unreliable
	"Nevada"	"32"	"2013"	"2013"	"Other external causes of accidental injury"	"W00-X59"	490	2790136	17.6
	"Nevada"	"32"	"2013"	"2013"	"Intentional self-harm"	"X60-X84"	105	2790136	3.8
	"Nevada"	"32"	"2013"	"2013"	"Event of undetermined intent"	"Y10-Y34"	17	2790136	Unreliable
	"Nevada"	"32"	"2014"	"2014"	"Other external causes of accidental injury"	"W00-X59"	447	2839099	15.7
	"Nevada"	"32"	"2014"	"2014"	"Intentional self-harm"	"X60-X84"	87	2839099	3.1
	"Nevada"	"32"	"2015"	"2015"	"Other external causes of accidental injury"	"W00-X59"	517	2890845	17.9
	"Nevada"	"32"	"2015"	"2015"	"Intentional self-harm"	"X60-X84"	87	2890845	3.0
	"Nevada"	"32"	"2015"	"2015"	"Event of undetermined intent"	"Y10-Y34"	13	2890845	Unreliable
	"Nevada"	"32"	"2016"	"2016"	"Other external causes of accidental injury"	"W00-X59"	535	2940058	18.2
	"Nevada"	"32"	"2016"	"2016"	"Intentional self-harm"	"X60-X84"	113	2940058	3.8
	"Nevada"	"32"	"2016"	"2016"	"Event of undetermined intent"	"Y10-Y34"	16	2940058	Unreliable
	"Nevada"	"32"	"2017"	"2017"	"Other external causes of accidental injury"	"W00-X59"	550	2998039	18.3
	"Nevada"	"32"	"2017"	"2017"	"Intentional self-harm"	"X60-X84"	105	2998039	3.5
	"Nevada"	"32"	"2017"	"2017"	"Event of undetermined intent"	"Y10-Y34"	20	2998039	0.7
	"Nevada"	"32"	"2018"	"2018"	"Other external causes of accidental injury"	"W00-X59"	581	3034392	19.1
	"Nevada"	"32"	"2018"	"2018"	"Intentional self-harm"	"X60-X84"	90	3034392	3.0
	"Nevada"	"32"	"2018"	"2018"	"Event of undetermined intent"	"Y10-Y34"	17	3034392	Unreliable
	"Nevada"	"32"	"2019"	"2019"	"Other external causes of accidental injury"	"W00-X59"	542	3080156	17.6
	"Nevada"	"32"	"2019"	"2019"	"Intentional self-harm"	"X60-X84"	79	3080156	2.6
	"Nevada"	"32"	"2019"	"2019"	"Event of undetermined intent"	"Y10-Y34"	24	3080156	0.8
	"Nevada"	"32"	"2020 "	"2020"	"Other external causes of accidental injury"	"W00-X59"	752	3138259	24.0
	"Nevada"	"32"	"2020 "	"2020"	"Intentional self-harm"	"X60-X84"	55	3138259	1.8
	"Nevada"	"32"	"2020 "	"2020"	"Event of undetermined intent"	"Y10-Y34"	24	3138259	0.8
	"New Hampshire"	"33"	"1999"	"1999"	"Other external causes of accidental injury"	"W00-X59"	34	1222014	2.8
	"New Hampshire"	"33"	"1999"	"1999"	"Intentional self-harm"	"X60-X84"	18	1222014	Unreliable
	"New Hampshire"	"33"	"2000"	"2000"	"Other external causes of accidental injury"	"W00-X59"	31	1235786	2.5
	"New Hampshire"	"33"	"2000"	"2000"	"Intentional self-harm"	"X60-X84"	12	1235786	Unreliable
	"New Hampshire"	"33"	"2001"	"2001"	"Other external causes of accidental injury"	"W00-X59"	41	1255517	3.3
	"New Hampshire"	"33"	"2001"	"2001"	"Intentional self-harm"	"X60-X84"	25	1255517	2.0
	"New Hampshire"	"33"	"2001"	"2001"	"Event of undetermined intent"	"Y10-Y34"	11	1255517	Unreliable
	"New Hampshire"	"33"	"2002"	"2002"	"Other external causes of accidental injury"	"W00-X59"	73	1269089	5.8
	"New Hampshire"	"33"	"2002"	"2002"	"Intentional self-harm"	"X60-X84"	19	1269089	Unreliable
	"New Hampshire"	"33"	"2002"	"2002"	"Event of undetermined intent"	"Y10-Y34"	19	1269089	Unreliable
	"New Hampshire"	"33"	"2003"	"2003"	"Other external causes of accidental injury"	"W00-X59"	90	1279840	7.0
	"New Hampshire"	"33"	"2003"	"2003"	"Intentional self-harm"	"X60-X84"	22	1279840	1.7
	"New Hampshire"	"33"	"2003"	"2003"	"Event of undetermined intent"	"Y10-Y34"	15	1279840	Unreliable
	"New Hampshire"	"33"	"2004"	"2004"	"Other external causes of accidental injury"	"W00-X59"	97	1290121	7.5
	"New Hampshire"	"33"	"2004"	"2004"	"Intentional self-harm"	"X60-X84"	20	1290121	1.6
	"New Hampshire"	"33"	"2005"	"2005"	"Other external causes of accidental injury"	"W00-X59"	112	1298492	8.6
	"New Hampshire"	"33"	"2005"	"2005"	"Intentional self-harm"	"X60-X84"	20	1298492	1.5
	"New Hampshire"	"33"	"2005"	"2005"	"Event of undetermined intent"	"Y10-Y34"	10	1298492	Unreliable
	"New Hampshire"	"33"	"2006"	"2006"	"Other external causes of accidental injury"	"W00-X59"	115	1308389	8.8
	"New Hampshire"	"33"	"2006"	"2006"	"Intentional self-harm"	"X60-X84"	22	1308389	1.7
	"New Hampshire"	"33"	"2006"	"2006"	"Event of undetermined intent"	"Y10-Y34"	12	1308389	Unreliable
	"New Hampshire"	"33"	"2007"	"2007"	"Other external causes of accidental injury"	"W00-X59"	149	1312540	11.4
	"New Hampshire"	"33"	"2007"	"2007"	"Intentional self-harm"	"X60-X84"	31	1312540	2.4
	"New Hampshire"	"33"	"2008"	"2008"	"Other external causes of accidental injury"	"W00-X59"	95	1315906	7.2
	"New Hampshire"	"33"	"2008"	"2008"	"Intentional self-harm"	"X60-X84"	25	1315906	1.9
	"New Hampshire"	"33"	"2009"	"2009"	"Other external causes of accidental injury"	"W00-X59"	128	1316102	9.7
	"New Hampshire"	"33"	"2009"	"2009"	"Intentional self-harm"	"X60-X84"	26	1316102	2.0
	"New Hampshire"	"33"	"2009"	"2009"	"Event of undetermined intent"	"Y10-Y34"	14	1316102	Unreliable
	"New Hampshire"	"33"	"2010"	"2010"	"Other external causes of accidental injury"	"W00-X59"	112	1316470	8.5
	"New Hampshire"	"33"	"2010"	"2010"	"Intentional self-harm"	"X60-X84"	33	1316470	2.5
	"New Hampshire"	"33"	"2010"	"2010"	"Event of undetermined intent"	"Y10-Y34"	15	1316470	Unreliable
	"New Hampshire"	"33"	"2011"	"2011"	"Other external causes of accidental injury"	"W00-X59"	152	1318194	11.5
	"New Hampshire"	"33"	"2011"	"2011"	"Intentional self-harm"	"X60-X84"	41	1318194	3.1
	"New Hampshire"	"33"	"2011"	"2011"	"Event of undetermined intent"	"Y10-Y34"	16	1318194	Unreliable
	"New Hampshire"	"33"	"2012"	"2012"	"Other external causes of accidental injury"	"W00-X59"	135	1320718	10.2
	"New Hampshire"	"33"	"2012"	"2012"	"Intentional self-harm"	"X60-X84"	29	1320718	2.2
	"New Hampshire"	"33"	"2013"	"2013"	"Other external causes of accidental injury"	"W00-X59"	166	1323459	12.5
	"New Hampshire"	"33"	"2013"	"2013"	"Intentional self-harm"	"X60-X84"	33	1323459	2.5
	"New Hampshire"	"33"	"2014"	"2014"	"Other external causes of accidental injury"	"W00-X59"	281	1326813	21.2
	"New Hampshire"	"33"	"2014"	"2014"	"Intentional self-harm"	"X60-X84"	40	1326813	3.0
	"New Hampshire"	"33"	"2014"	"2014"	"Event of undetermined intent"	"Y10-Y34"	13	1326813	Unreliable
	"New Hampshire"	"33"	"2015"	"2015"	"Other external causes of accidental injury"	"W00-X59"	369	1330608	27.7
	"New Hampshire"	"33"	"2015"	"2015"	"Intentional self-harm"	"X60-X84"	41	1330608	3.1
	"New Hampshire"	"33"	"2015"	"2015"	"Event of undetermined intent"	"Y10-Y34"	11	1330608	Unreliable
	"New Hampshire"	"33"	"2016"	"2016"	"Other external causes of accidental injury"	"W00-X59"	434	1334795	32.5
	"New Hampshire"	"33"	"2016"	"2016"	"Intentional self-harm"	"X60-X84"	35	1334795	2.6
	"New Hampshire"	"33"	"2016"	"2016"	"Event of undetermined intent"	"Y10-Y34"	11	1334795	Unreliable
	"New Hampshire"	"33"	"2017"	"2017"	"Other external causes of accidental injury"	"W00-X59"	423	1342795	31.5
	"New Hampshire"	"33"	"2017"	"2017"	"Intentional self-harm"	"X60-X84"	34	1342795	2.5
	"New Hampshire"	"33"	"2017"	"2017"	"Event of undetermined intent"	"Y10-Y34"	10	1342795	Unreliable
	"New Hampshire"	"33"	"2018"	"2018"	"Other external causes of accidental injury"	"W00-X59"	416	1356458	30.7
	"New Hampshire"	"33"	"2018"	"2018"	"Intentional self-harm"	"X60-X84"	31	1356458	2.3
	"New Hampshire"	"33"	"2019"	"2019"	"Other external causes of accidental injury"	"W00-X59"	377	1359711	27.7
	"New Hampshire"	"33"	"2019"	"2019"	"Intentional self-harm"	"X60-X84"	25	1359711	1.8
	"New Hampshire"	"33"	"2020 "	"2020"	"Other external causes of accidental injury"	"W00-X59"	355	1366275	26.0
	"New Hampshire"	"33"	"2020 "	"2020"	"Intentional self-harm"	"X60-X84"	34	1366275	2.5
	"New Jersey"	"34"	"1999"	"1999"	"Other external causes of accidental injury"	"W00-X59"	440	8359592	5.3
	"New Jersey"	"34"	"1999"	"1999"	"Intentional self-harm"	"X60-X84"	75	8359592	0.9
	"New Jersey"	"34"	"1999"	"1999"	"Event of undetermined intent"	"Y10-Y34"	42	8359592	0.5
	"New Jersey"	"34"	"2000"	"2000"	"Other external causes of accidental injury"	"W00-X59"	511	8414350	6.1
	"New Jersey"	"34"	"2000"	"2000"	"Intentional self-harm"	"X60-X84"	83	8414350	1.0
	"New Jersey"	"34"	"2000"	"2000"	"Event of undetermined intent"	"Y10-Y34"	48	8414350	0.6
	"New Jersey"	"34"	"2001"	"2001"	"Other external causes of accidental injury"	"W00-X59"	553	8492671	6.5
	"New Jersey"	"34"	"2001"	"2001"	"Intentional self-harm"	"X60-X84"	110	8492671	1.3
	"New Jersey"	"34"	"2001"	"2001"	"Event of undetermined intent"	"Y10-Y34"	39	8492671	0.5
	"New Jersey"	"34"	"2002"	"2002"	"Other external causes of accidental injury"	"W00-X59"	671	8552643	7.8
	"New Jersey"	"34"	"2002"	"2002"	"Intentional self-harm"	"X60-X84"	91	8552643	1.1
	"New Jersey"	"34"	"2002"	"2002"	"Event of undetermined intent"	"Y10-Y34"	51	8552643	0.6
	"New Jersey"	"34"	"2003"	"2003"	"Other external causes of accidental injury"	"W00-X59"	601	8601402	7.0
	"New Jersey"	"34"	"2003"	"2003"	"Intentional self-harm"	"X60-X84"	81	8601402	0.9
	"New Jersey"	"34"	"2003"	"2003"	"Event of undetermined intent"	"Y10-Y34"	39	8601402	0.5
	"New Jersey"	"34"	"2004"	"2004"	"Other external causes of accidental injury"	"W00-X59"	497	8634561	5.8
	"New Jersey"	"34"	"2004"	"2004"	"Intentional self-harm"	"X60-X84"	74	8634561	0.9
	"New Jersey"	"34"	"2004"	"2004"	"Event of undetermined intent"	"Y10-Y34"	19	8634561	Unreliable
	"New Jersey"	"34"	"2005"	"2005"	"Other external causes of accidental injury"	"W00-X59"	701	8651974	8.1
	"New Jersey"	"34"	"2005"	"2005"	"Intentional self-harm"	"X60-X84"	82	8651974	0.9
	"New Jersey"	"34"	"2005"	"2005"	"Event of undetermined intent"	"Y10-Y34"	37	8651974	0.4
	"New Jersey"	"34"	"2006"	"2006"	"Other external causes of accidental injury"	"W00-X59"	735	8661679	8.5
	"New Jersey"	"34"	"2006"	"2006"	"Intentional self-harm"	"X60-X84"	82	8661679	0.9
	"New Jersey"	"34"	"2006"	"2006"	"Event of undetermined intent"	"Y10-Y34"	30	8661679	0.3
	"New Jersey"	"34"	"2007"	"2007"	"Other external causes of accidental injury"	"W00-X59"	627	8677885	7.2
	"New Jersey"	"34"	"2007"	"2007"	"Intentional self-harm"	"X60-X84"	75	8677885	0.9
	"New Jersey"	"34"	"2007"	"2007"	"Event of undetermined intent"	"Y10-Y34"	24	8677885	0.3
	"New Jersey"	"34"	"2008"	"2008"	"Other external causes of accidental injury"	"W00-X59"	605	8711090	6.9
	"New Jersey"	"34"	"2008"	"2008"	"Intentional self-harm"	"X60-X84"	72	8711090	0.8
	"New Jersey"	"34"	"2008"	"2008"	"Event of undetermined intent"	"Y10-Y34"	24	8711090	0.3
	"New Jersey"	"34"	"2009"	"2009"	"Other external causes of accidental injury"	"W00-X59"	223	8755602	2.5
	"New Jersey"	"34"	"2009"	"2009"	"Intentional self-harm"	"X60-X84"	36	8755602	0.4
	"New Jersey"	"34"	"2010"	"2010"	"Other external causes of accidental injury"	"W00-X59"	732	8791894	8.3
	"New Jersey"	"34"	"2010"	"2010"	"Intentional self-harm"	"X60-X84"	106	8791894	1.2
	"New Jersey"	"34"	"2010"	"2010"	"Event of undetermined intent"	"Y10-Y34"	29	8791894	0.3
	"New Jersey"	"34"	"2011"	"2011"	"Other external causes of accidental injury"	"W00-X59"	868	8821155	9.8
	"New Jersey"	"34"	"2011"	"2011"	"Intentional self-harm"	"X60-X84"	97	8821155	1.1
	"New Jersey"	"34"	"2011"	"2011"	"Event of undetermined intent"	"Y10-Y34"	45	8821155	0.5
	"New Jersey"	"34"	"2012"	"2012"	"Other external causes of accidental injury"	"W00-X59"	1061	8864590	12.0
	"New Jersey"	"34"	"2012"	"2012"	"Intentional self-harm"	"X60-X84"	120	8864590	1.4
	"New Jersey"	"34"	"2012"	"2012"	"Event of undetermined intent"	"Y10-Y34"	39	8864590	0.4
	"New Jersey"	"34"	"2013"	"2013"	"Other external causes of accidental injury"	"W00-X59"	1168	8899339	13.1
	"New Jersey"	"34"	"2013"	"2013"	"Intentional self-harm"	"X60-X84"	109	8899339	1.2
	"New Jersey"	"34"	"2013"	"2013"	"Event of undetermined intent"	"Y10-Y34"	17	8899339	Unreliable
	"New Jersey"	"34"	"2014"	"2014"	"Other external causes of accidental injury"	"W00-X59"	1109	8938175	12.4
	"New Jersey"	"34"	"2014"	"2014"	"Intentional self-harm"	"X60-X84"	106	8938175	1.2
	"New Jersey"	"34"	"2014"	"2014"	"Event of undetermined intent"	"Y10-Y34"	37	8938175	0.4
	"New Jersey"	"34"	"2015"	"2015"	"Other external causes of accidental injury"	"W00-X59"	1326	8958013	14.8
	"New Jersey"	"34"	"2015"	"2015"	"Intentional self-harm"	"X60-X84"	102	8958013	1.1
	"New Jersey"	"34"	"2015"	"2015"	"Event of undetermined intent"	"Y10-Y34"	24	8958013	0.3
	"New Jersey"	"34"	"2016"	"2016"	"Other external causes of accidental injury"	"W00-X59"	1931	8944469	21.6
	"New Jersey"	"34"	"2016"	"2016"	"Intentional self-harm"	"X60-X84"	84	8944469	0.9
	"New Jersey"	"34"	"2016"	"2016"	"Event of undetermined intent"	"Y10-Y34"	40	8944469	0.4
	"New Jersey"	"34"	"2017"	"2017"	"Other external causes of accidental injury"	"W00-X59"	2529	9005644	28.1
	"New Jersey"	"34"	"2017"	"2017"	"Intentional self-harm"	"X60-X84"	123	9005644	1.4
	"New Jersey"	"34"	"2017"	"2017"	"Event of undetermined intent"	"Y10-Y34"	33	9005644	0.4
	"New Jersey"	"34"	"2018"	"2018"	"Other external causes of accidental injury"	"W00-X59"	2766	8908520	31.0
	"New Jersey"	"34"	"2018"	"2018"	"Intentional self-harm"	"X60-X84"	98	8908520	1.1
	"New Jersey"	"34"	"2018"	"2018"	"Event of undetermined intent"	"Y10-Y34"	33	8908520	0.4
	"New Jersey"	"34"	"2019"	"2019"	"Other external causes of accidental injury"	"W00-X59"	2685	8882190	30.2
	"New Jersey"	"34"	"2019"	"2019"	"Intentional self-harm"	"X60-X84"	91	8882190	1.0
	"New Jersey"	"34"	"2019"	"2019"	"Event of undetermined intent"	"Y10-Y34"	28	8882190	0.3
	"New Jersey"	"34"	"2020 "	"2020"	"Other external causes of accidental injury"	"W00-X59"	2732	8882371	30.8
	"New Jersey"	"34"	"2020 "	"2020"	"Intentional self-harm"	"X60-X84"	84	8882371	0.9
	"New Jersey"	"34"	"2020 "	"2020"	"Event of undetermined intent"	"Y10-Y34"	23	8882371	0.3
	"New Mexico"	"35"	"1999"	"1999"	"Other external causes of accidental injury"	"W00-X59"	221	1808082	12.2
	"New Mexico"	"35"	"1999"	"1999"	"Intentional self-harm"	"X60-X84"	43	1808082	2.4
	"New Mexico"	"35"	"2000"	"2000"	"Other external causes of accidental injury"	"W00-X59"	217	1819046	11.9
	"New Mexico"	"35"	"2000"	"2000"	"Intentional self-harm"	"X60-X84"	52	1819046	2.9
	"New Mexico"	"35"	"2001"	"2001"	"Other external causes of accidental injury"	"W00-X59"	211	1831690	11.5
	"New Mexico"	"35"	"2001"	"2001"	"Intentional self-harm"	"X60-X84"	45	1831690	2.5
	"New Mexico"	"35"	"2002"	"2002"	"Other external causes of accidental injury"	"W00-X59"	242	1855309	13.0
	"New Mexico"	"35"	"2002"	"2002"	"Intentional self-harm"	"X60-X84"	44	1855309	2.4
	"New Mexico"	"35"	"2003"	"2003"	"Other external causes of accidental injury"	"W00-X59"	318	1877574	16.9
	"New Mexico"	"35"	"2003"	"2003"	"Intentional self-harm"	"X60-X84"	39	1877574	2.1
	"New Mexico"	"35"	"2004"	"2004"	"Other external causes of accidental injury"	"W00-X59"	269	1903808	14.1
	"New Mexico"	"35"	"2004"	"2004"	"Intentional self-harm"	"X60-X84"	43	1903808	2.3
	"New Mexico"	"35"	"2005"	"2005"	"Other external causes of accidental injury"	"W00-X59"	322	1932274	16.7
	"New Mexico"	"35"	"2005"	"2005"	"Intentional self-harm"	"X60-X84"	49	1932274	2.5
	"New Mexico"	"35"	"2006"	"2006"	"Other external causes of accidental injury"	"W00-X59"	335	1962137	17.1
	"New Mexico"	"35"	"2006"	"2006"	"Intentional self-harm"	"X60-X84"	58	1962137	3.0
	"New Mexico"	"35"	"2006"	"2006"	"Event of undetermined intent"	"Y10-Y34"	25	1962137	1.3
	"New Mexico"	"35"	"2007"	"2007"	"Other external causes of accidental injury"	"W00-X59"	369	1990070	18.5
	"New Mexico"	"35"	"2007"	"2007"	"Intentional self-harm"	"X60-X84"	67	1990070	3.4
	"New Mexico"	"35"	"2007"	"2007"	"Event of undetermined intent"	"Y10-Y34"	26	1990070	1.3
	"New Mexico"	"35"	"2008"	"2008"	"Other external causes of accidental injury"	"W00-X59"	403	2010662	20.0
	"New Mexico"	"35"	"2008"	"2008"	"Intentional self-harm"	"X60-X84"	82	2010662	4.1
	"New Mexico"	"35"	"2008"	"2008"	"Event of undetermined intent"	"Y10-Y34"	32	2010662	1.6
	"New Mexico"	"35"	"2009"	"2009"	"Other external causes of accidental injury"	"W00-X59"	352	2036802	17.3
	"New Mexico"	"35"	"2009"	"2009"	"Intentional self-harm"	"X60-X84"	58	2036802	2.8
	"New Mexico"	"35"	"2009"	"2009"	"Event of undetermined intent"	"Y10-Y34"	27	2036802	1.3
	"New Mexico"	"35"	"2010"	"2010"	"Other external causes of accidental injury"	"W00-X59"	377	2059179	18.3
	"New Mexico"	"35"	"2010"	"2010"	"Intentional self-harm"	"X60-X84"	85	2059179	4.1
	"New Mexico"	"35"	"2010"	"2010"	"Event of undetermined intent"	"Y10-Y34"	16	2059179	Unreliable
	"New Mexico"	"35"	"2011"	"2011"	"Other external causes of accidental injury"	"W00-X59"	445	2082224	21.4
	"New Mexico"	"35"	"2011"	"2011"	"Intentional self-harm"	"X60-X84"	66	2082224	3.2
	"New Mexico"	"35"	"2011"	"2011"	"Event of undetermined intent"	"Y10-Y34"	17	2082224	Unreliable
	"New Mexico"	"35"	"2012"	"2012"	"Other external causes of accidental injury"	"W00-X59"	413	2085538	19.8
	"New Mexico"	"35"	"2012"	"2012"	"Intentional self-harm"	"X60-X84"	66	2085538	3.2
	"New Mexico"	"35"	"2012"	"2012"	"Event of undetermined intent"	"Y10-Y34"	13	2085538	Unreliable
	"New Mexico"	"35"	"2013"	"2013"	"Other external causes of accidental injury"	"W00-X59"	367	2085287	17.6
	"New Mexico"	"35"	"2013"	"2013"	"Intentional self-harm"	"X60-X84"	72	2085287	3.5
	"New Mexico"	"35"	"2013"	"2013"	"Event of undetermined intent"	"Y10-Y34"	19	2085287	Unreliable
	"New Mexico"	"35"	"2014"	"2014"	"Other external causes of accidental injury"	"W00-X59"	486	2085572	23.3
	"New Mexico"	"35"	"2014"	"2014"	"Intentional self-harm"	"X60-X84"	50	2085572	2.4
	"New Mexico"	"35"	"2014"	"2014"	"Event of undetermined intent"	"Y10-Y34"	11	2085572	Unreliable
	"New Mexico"	"35"	"2015"	"2015"	"Other external causes of accidental injury"	"W00-X59"	417	2085109	20.0
	"New Mexico"	"35"	"2015"	"2015"	"Intentional self-harm"	"X60-X84"	71	2085109	3.4
	"New Mexico"	"35"	"2015"	"2015"	"Event of undetermined intent"	"Y10-Y34"	12	2085109	Unreliable
	"New Mexico"	"35"	"2016"	"2016"	"Other external causes of accidental injury"	"W00-X59"	428	2081015	20.6
	"New Mexico"	"35"	"2016"	"2016"	"Intentional self-harm"	"X60-X84"	67	2081015	3.2
	"New Mexico"	"35"	"2017"	"2017"	"Other external causes of accidental injury"	"W00-X59"	428	2088070	20.5
	"New Mexico"	"35"	"2017"	"2017"	"Intentional self-harm"	"X60-X84"	56	2088070	2.7
	"New Mexico"	"35"	"2018"	"2018"	"Other external causes of accidental injury"	"W00-X59"	455	2095428	21.7
	"New Mexico"	"35"	"2018"	"2018"	"Intentional self-harm"	"X60-X84"	71	2095428	3.4
	"New Mexico"	"35"	"2019"	"2019"	"Other external causes of accidental injury"	"W00-X59"	546	2096829	26.0
	"New Mexico"	"35"	"2019"	"2019"	"Intentional self-harm"	"X60-X84"	47	2096829	2.2
	"New Mexico"	"35"	"2020 "	"2020"	"Other external causes of accidental injury"	"W00-X59"	731	2106319	34.7
	"New Mexico"	"35"	"2020 "	"2020"	"Intentional self-harm"	"X60-X84"	46	2106319	2.2
	"New York"	"36"	"1999"	"1999"	"Other external causes of accidental injury"	"W00-X59"	809	18882725	4.3
	"New York"	"36"	"1999"	"1999"	"Intentional self-harm"	"X60-X84"	104	18882725	0.6
	"New York"	"36"	"1999"	"1999"	"Event of undetermined intent"	"Y10-Y34"	45	18882725	0.2
	"New York"	"36"	"2000"	"2000"	"Other external causes of accidental injury"	"W00-X59"	644	18976457	3.4
	"New York"	"36"	"2000"	"2000"	"Intentional self-harm"	"X60-X84"	80	18976457	0.4
	"New York"	"36"	"2000"	"2000"	"Event of undetermined intent"	"Y10-Y34"	41	18976457	0.2
	"New York"	"36"	"2001"	"2001"	"Other external causes of accidental injury"	"W00-X59"	895	19082838	4.7
	"New York"	"36"	"2001"	"2001"	"Intentional self-harm"	"X60-X84"	140	19082838	0.7
	"New York"	"36"	"2001"	"2001"	"Event of undetermined intent"	"Y10-Y34"	43	19082838	0.2
	"New York"	"36"	"2002"	"2002"	"Other external causes of accidental injury"	"W00-X59"	766	19137800	4.0
	"New York"	"36"	"2002"	"2002"	"Intentional self-harm"	"X60-X84"	98	19137800	0.5
	"New York"	"36"	"2002"	"2002"	"Event of undetermined intent"	"Y10-Y34"	57	19137800	0.3
	"New York"	"36"	"2003"	"2003"	"Other external causes of accidental injury"	"W00-X59"	810	19175939	4.2
	"New York"	"36"	"2003"	"2003"	"Intentional self-harm"	"X60-X84"	109	19175939	0.6
	"New York"	"36"	"2003"	"2003"	"Event of undetermined intent"	"Y10-Y34"	44	19175939	0.2
	"New York"	"36"	"2004"	"2004"	"Other external causes of accidental injury"	"W00-X59"	714	19171567	3.7
	"New York"	"36"	"2004"	"2004"	"Intentional self-harm"	"X60-X84"	91	19171567	0.5
	"New York"	"36"	"2004"	"2004"	"Event of undetermined intent"	"Y10-Y34"	26	19171567	0.1
	"New York"	"36"	"2005"	"2005"	"Other external causes of accidental injury"	"W00-X59"	796	19132610	4.2
	"New York"	"36"	"2005"	"2005"	"Intentional self-harm"	"X60-X84"	107	19132610	0.6
	"New York"	"36"	"2005"	"2005"	"Event of undetermined intent"	"Y10-Y34"	41	19132610	0.2
	"New York"	"36"	"2006"	"2006"	"Other external causes of accidental injury"	"W00-X59"	1352	19104631	7.1
	"New York"	"36"	"2006"	"2006"	"Intentional self-harm"	"X60-X84"	180	19104631	0.9
	"New York"	"36"	"2006"	"2006"	"Event of undetermined intent"	"Y10-Y34"	146	19104631	0.8
	"New York"	"36"	"2007"	"2007"	"Other external causes of accidental injury"	"W00-X59"	1296	19132335	6.8
	"New York"	"36"	"2007"	"2007"	"Intentional self-harm"	"X60-X84"	233	19132335	1.2
	"New York"	"36"	"2007"	"2007"	"Event of undetermined intent"	"Y10-Y34"	178	19132335	0.9
	"New York"	"36"	"2008"	"2008"	"Other external causes of accidental injury"	"W00-X59"	1310	19212436	6.8
	"New York"	"36"	"2008"	"2008"	"Intentional self-harm"	"X60-X84"	235	19212436	1.2
	"New York"	"36"	"2008"	"2008"	"Event of undetermined intent"	"Y10-Y34"	145	19212436	0.8
	"New York"	"36"	"2009"	"2009"	"Other external causes of accidental injury"	"W00-X59"	1217	19307066	6.3
	"New York"	"36"	"2009"	"2009"	"Intentional self-harm"	"X60-X84"	239	19307066	1.2
	"New York"	"36"	"2009"	"2009"	"Event of undetermined intent"	"Y10-Y34"	136	19307066	0.7
	"New York"	"36"	"2010"	"2010"	"Other external causes of accidental injury"	"W00-X59"	1218	19378102	6.3
	"New York"	"36"	"2010"	"2010"	"Intentional self-harm"	"X60-X84"	208	19378102	1.1
	"New York"	"36"	"2010"	"2010"	"Event of undetermined intent"	"Y10-Y34"	128	19378102	0.7
	"New York"	"36"	"2011"	"2011"	"Other external causes of accidental injury"	"W00-X59"	1543	19465197	7.9
	"New York"	"36"	"2011"	"2011"	"Intentional self-harm"	"X60-X84"	235	19465197	1.2
	"New York"	"36"	"2011"	"2011"	"Event of undetermined intent"	"Y10-Y34"	168	19465197	0.9
	"New York"	"36"	"2012"	"2012"	"Other external causes of accidental injury"	"W00-X59"	1725	19570261	8.8
	"New York"	"36"	"2012"	"2012"	"Intentional self-harm"	"X60-X84"	250	19570261	1.3
	"New York"	"36"	"2012"	"2012"	"Event of undetermined intent"	"Y10-Y34"	124	19570261	0.6
	"New York"	"36"	"2013"	"2013"	"Other external causes of accidental injury"	"W00-X59"	1863	19651127	9.5
